,name_audio,transcription_original,transcription_whisper,WER%
96,0087271460-DCT-20230820-092409-372dec05-ac2c-4dbb-a97b-c620b8ca57e3.mp3,"Mesdames, Monsieurs  actuellement à quai à la voie numéro 23. Votre prochain départ à destination de l'aéroport Charles-de-Gaulle 2 à la voie 23, actuellement à quai. Votre prochain départ à destination de l'aéroport Charles-de-Gaulle 2. Je vous rappelle que le train actuellement à quai, la voie 21 est un train qui va se diriger en direction de Paris dans quelques minutes."," Mesdames et Messieurs, actuellement à qui est la voie numéro 23, votre prochain départ à destination de l'aéroport Charles de Gaulle 2 à la voie 23 actuellement à qui est votre prochain départ à destination de l'aéroport Charles de Gaulle 2. Je vous rappelle que le train actuellement à qui est la voie 21 est un train qui va se diriger en direction de Paris dans quelques minutes.",11
97,0087381079-DCT-20230823-045721-1ab4a76b-b1cc-417e-a6e9-1a59234b5b89.mp3,Vous informe que votre prochain train en direction de Paris est retenu en gare d Argenteuil suite à des travaux rendu tardivement. Je reviens vous informer de l évolution de la situation dans quelques instants Merci de votre écoute,Je vous informe que votre approche est en direction de Paris et retenue en garde argentail suite à des travaux rendus tardivement. J'en vais vous informer de l'évolution de la situation dans quelques instants. Merci de votre écoute.,30
98,0087391003-COE_2-20230901-171146-25d0a47e-898d-46e9-a9ec-541109b65908.mp3,"Merci aux voyageurs étant arrivé voie numéro 9 de bien rester de leur côté du quai afin de faciliter la montée des voyageurs. Voie numéro 8. Je répète, Mesdames, Messieurs, je demande aux voyageurs arrivés voie numéro 9 de bien rester de leur côté du quai afin de faciliter la montée des voyageurs. Voie numéro 8."," Merci aux voyageurs étant arrivés voie numéro 9 de bien rester de leur côté du quai afin de faciliter la montée des voyageurs. Voie numéro 8. Je répète mesdames messieurs, je demande aux voyageurs arrivés voie numéro 9 de bien rester de leur côté du quai afin de faciliter la montée des voyageurs. Voie numéro 8.",1
99,0087271460-DCT-20230819-183555-c8297e6d-7a47-4a12-9026-a3233850931d.mp3,"Madame Monsieur, prochain départ en direction de Paris à la voie 21, voie 21. Ce train desservira les gares d'Aulnay-sous-bois, Paris Nord et aura pour terminus Fontaine Michalon, voie 21. Prochain départ en direction de Paris."," Madame Monsieur, prochain départ en description de Paris à la voie 21. Voie 21, ce train d'essai viole à l'égard de L'Essoubois, Paris Nord et au rapport Terminus Fontaine, Michelon. Voie 21, prochain départ en description de Paris.",35
100,0087271494-VOX@NET_1-20230829-064951-0a14929b-4375-4fd5-a57b-8e20415c9a6d.mp3,"Madame, Monsieur, c'est annonce concernent les voyageurs du ouigo 7831 destinations de Marseille, départ à 07h01, retard de 20 Min due à une défaillance du matériel. Je vous remercie de votre attention."," Madame, Monsieur, cette annonce concerne les voyageurs du WIGO 7831 destination de Marseille. Départ à 7 heures, un retard de 20 minutes, dû à une défaillance de matériel. Je vous remercie de votre attention.",33
101,0087386573-DCT-20230829-120806-7334b76c-cd1c-448f-af8f-fc36a0854f1c.mp3,Votre prochain départ RER à destination de Torcy s'effectuera de la voie E dans 12 Min.,Votre prochain départ RER à destination de Torcy s'effectuera de la voie E dans 12 minutes.,5
102,0087391003-COE_1-20230905-064219-593f45ad-191a-4d12-8b48-174e4dad27a5.mp3,"Voie numéro 7  Attention à la fermeture des portes, votre train va partir voie numéro 7, voie de Meaux 7 attention à la fermeture des portes le train et au départ."," Attention à la fermeture des pentes, votre train va partir. Attention à la fermeture des pentes, le train est au départ.",41
103,0087271460-DCT-20230821-185938-0d64480c-7daf-49c2-b1bd-618df8b92984.mp3,"Madame, Monsieur à la voie 21, ce train desservira toutes les gares de son parcours jusqu'à Paris et au rapport aura pour terminus  massy-Palaiseau, voie 21 prochain départ en direction de Paris."," Madame Monsieur, la voie 21 se traîne et servira toutes les gardes de son parcours jusqu'à Paris.",64
104,0087276063-DCT-20230905-100048-3a7b5966-8618-44d6-9a05-6cefa1d6c2c3.mp3,Mesdames et Messieurs  10 h c'est l heure de faire un Flash le trafic est normal pour le moment En ce moment je vous informe qu un train en provenance de Montigny et en direction de pont de Régis à Orly a dû être retiré de la circulation car les conditions n ont pas été réunies pour effectuer le départ dans les temps impartis Pour plus d Info Mesdames et Messieurs restaient très attentif aux annonces et restez ," M. et M. il est actuellement 10h, c'est l'heure de faire un flash. Le trafic est normal pour le moment. En ce moment, je vous informe qu'un train en provenance de Montigny et en direction de Penderangis-Orly a dû être retiré de la circulation car les conditions n'ont pas été réunies pour effectuer le départ dans les temps impartis. Pour plus d'infos, M. et M. restez très attentifs aux annonces et restez",32
105,0087271494-VOX@NET_1-20230829-094032-d630387f-8f9b-4309-90a7-825e0dc0d7e1.mp3,"Madame, Monsieur cette annonce concernent les voyageurs du TGV INOUI 5260 à destination de ville flandre, départ 09h48, un retard de 25 minutes due à un choc nécessite une vérification technique. Je vous remercie de votre attention. "," Madame, monsieur, cette annonce concerne les voyageurs du TGV Inuit 5 260 à destination de l'île Flandre départ à 9h48. Un retard de 25 minutes dû à un choc nécessitant une vérification technique. Je vous remercie de votre attention.",27
106,0087271494-VOX@NET_1-20230816-134754-d2e87398-c55b-4ebf-beac-f9660b3bcc73.mp3,"Votre attention, s'il vous plaît, l'embarquement pour votre train ouigo 7835 à destination de Marseille va fermer dans quelques instants. Ces derniers voyageurs sont invités à se présenter rapidement en porte N pour accéder au train. Marseille. "," Votre attention s'il vous plaît, l'embarquement pour votre train Wigo 7835 à destination de Marseille va fermer dans quelques instants. Les derniers voyageurs sont invités à se présenter rapidement en porte N pour accéder au train. Your attention please, the boarding of the Wigo train number 7835 going to Marseille is about to close. Remaining passengers are invited to go quickly to get in.",74
107,0087271460-DCT-20230817-183519-617732bb-f5fe-4731-b8ae-138f5bdb6852.mp3,"Ceci est un message de service, Monsieur Dimitri Kitov, vous avez oublié votre carton pour emballer votre vélo au guichet. Je vous invite donc à vous et Andrea récupérer votre bagage, répète Monsieur Dimitri Kirtov. Vous avez oublié un carton à emballer les vélos devant le guichet, vous vous êtes donc prié de vous y rendre et de récupérer votre bagage."," Ceci est un message de service, Monsieur Dmitri Kritov. Vous avez oublié votre carton pour emballer votre vélo au guichet. Je vous invite donc à vous y entrer et à récupérer votre bagage. Je répète, Monsieur Dmitri Kritov, vous avez oublié un carton à emballer les vélos devant le guichet. Vous êtes donc prié de vous y rendre et de récupérer votre bagage.",14
108,0087271460-DCT-20230817-154535-230ac6b8-69dc-4fe0-9dee-a65fe142d782.mp3,"Voie 22, 24. Je vous rappelle que le prochain train à destination de Paris se trouve actuellement à quai à la voie 21. Je répète que le prochain départ à destination de Paris se fera de la voie 21."," Voie 22-24, je vous rappelle que le prochain train à destination de Paris se trouve actuellement acquis à la voie 21. Je répète que le prochain départ à destination de Paris se fera de la voie 21.",5
109,0087391003-COE_1-20230907-181834-1a6638cf-b18b-4ab4-8056-fd2444d43308.mp3,Voie 20 voie 20  départ imminent pour les garde à la fermeture automatique des portes. Attention au départ.," Voix 20, voie 20, départ imminent. Prenez garde à la fermeture automatique des portes. Attention, départ.",22
110,0087386052-DCT-20230829-143909-3a26eb9a-b09e-4730-b594-a79da8b3308f.mp3,"Madame, Monsieur, Bonjour, il est actuellement 14 h et 39 Min. Si vous empruntez la ligne A du RER, je vous informe que le trafic un restera toujours ralenti et ce jusqu'à 15h00 entre Nantes donc voici marne-la-vallée-chessy, cela fait suite à un bagage oublié par un voyageur à bord d'un RER en gare de Maisons-Laffitte et par la suite un malaise de voyageur survenu à bord du même RER. Prévoir donc des ralentissements, des suppressions, encore des modifications de desserte. Vous avez la possibilité de Retrouvez toutes ces informations sur Île-de-France Mobilités ,Transilien"," Madame, Monsieur, bonjour. Il est actuellement 14h30 et vous empruntez la ligne A du RER. Je vous informe que le trafic restera toujours à l'entier, ce jusqu'à 15h. Entre Nantes et Paris, voici St-Marne à Valais-Chessis. Cela fait suite à un bagage oublié par un voyageur à bord d'un RER en gare de Maison Lafitte et par la suite à un malaise voyageur survenu à bord de l'EMRER. Prévoir donc des ralentissements, des suppressions, encore des modifications de dessertes. Vous avez la possibilité de retrouver toutes ces informations sur l'île de France Modélité Transsic.",37
111,0087271460-DCT-20230831-205610-54294f59-99bc-4330-9c93-a17e496662cd.mp3,Madame Monsieur votre attention s il vous plaît en raison d une procédure d'affaire oubliées voie 21 23 je vous demanderai de vous diriger vers le hall de la gare," Madame, monsieur, votre attention s'il vous plait en raison d'une procédure d'affaires oubliée, voie 2123, je vous demanderai de vous diriger vers le hall de la gare.",16
112,0087271460-DCT-20230829-045732-74a6c953-995b-4275-964a-f399dc3461ed.mp3,"Messieurs, dames, Bonjour votre attention s il vous plaît je vous informe que votre premier train destination de Robinson vient de quitter la gare de Roissy 2 premier train destination de Robinson vient de quitter la gare de Roissy 2 pour tout changement de quai pour votre sécurité je vous invite à utiliser les passages à disposition dans votre gare Merci de votre écoute Excellente journée"," Messieurs, bonjour, votre attention s'il vous plaît. Je vous informe que votre premier train de destination de Robinson vient de quitter la gare de Roissy 2. Premier train de destination de Robinson vient de quitter la gare de Roissy 2. Pour tout changement de quai et pour votre sécurité, je vous invite à utiliser les passages à disposition dans votre gare. Merci de votre écoute et excellente journée.",7
113,0087286005-Annonceur-20230905-095807-959f22dc-a748-4b00-9d7b-efc3d2a98dc5.mp3,"Mesdames, Messieurs j informe les voyageurs à destination de Tournay des parts prévu 10h08 que la voie de départ de votre TER sera affichée tardivement Merci de rester attentif aux annoncé à l affichage en gare Merci"," Mesdames et Messieurs, j'informe les voyageurs à destination de tournée, départ prévu 10h08, que la voie de départ de votre TER sera affichée tardivement. Merci de rester attentif aux annonces et à l'affiche jangard. Merci.",24
114,0087391003-COE_1-20230901-182549-e7f11891-6b88-4290-b850-5594f271c751.mp3,"Voie numéro 21, attention à la fermeture des portes, votre train va partir voie 21 voie 21 attention à la fermeture des portes, votre train est au départ, merci."," 21, attention à la fermeture des portes, votre train va partir. 21, 21, attention à la fermeture des portes, votre train est au départ. Merci.",13
115,0087391003-COE_1-20230906-203136-275e0c80-2e26-4557-acbc-b3320afd1ef0.mp3,"Mesdames, Messieurs, voie numéro 15, voie numéro 15 pour le départ à destination de Rambouillet. Je vous rappelle que seuls l'avant du train prend des voyageurs, merci de vous avancer en début de quai pour accéder à vos voitures. Train à destination de Rambouillet, avancer vous en début de quais. Pour accéder à vos voitures."," Monsieur, voie numéro 15, voie numéro 15 pour le départ à destination de Rambouillet. Je vous rappelle que seul l'avant du train prend des voyageurs. Merci de vous avancer en début de quai pour accéder à vos voitures. Train à destination de Rambouillet, avancez-vous en début de quai pour accéder à vos voitures.",8
116,0087391003-COE_1-20230907-110345-52fc31ca-4ffb-4b0a-aa08-d817847238dd.mp3,"Votre attention s'il vous plaît, votre attention, s'il vous plaît, Madame talmont, Madame Talmont est prié de se présenter à l'espace de vente situé près de la voie numéro une, Madame Talmont et priée de se présenter à l'espace de vente près de la voie numéro une."," attention s'il vous plaît, votre attention s'il vous plaît, madame Talmont, madame Talmont, et priez de se présenter à l'espace de vente situé près de la voie numéro une. Madame Talmont, et priez de se présenter à l'espace de vente près de la voie numéro une.",7
117,0087271494-VOX@NET_1-20230816-132839-1cf62133-cf84-44ff-a93d-9de95c9f6523.mp3,"Mesdames et Messieurs, Les derniers voyageurs ouigo numéro 7842 à destination de Lille Flandres sont invités à se présenter très rapidement au dispositif de accueil embarquement situé à la porte N pour accéder au train. Ladies and gentlemans, the Bording of you OUIGO train number 7842 Going to Lille Flandres. Will close in few moments. Last passengers are invited."," Mesdames et Messieurs, les derniers voyageurs du Wigo numéro 7842 à destination de l'île Flandre sont invités à se présenter très rapidement au dispositif d'accueil embarquement situé à la porte N pour accéder au train.",56
118,0087271460-DCT-20230817-203010-33e7f9ba-319f-4d90-b252-9549d8fc02f5.mp3,À la voie 23. Je vous rappelle que le train actuellement à quai par sera le premier départ à destination de Paris sont départ se fera dans quelques instants. Je répète voie 23 prochain départ à destination de Paris. Le départ de ce train se fera dans quelques instants.,à la vente 23 je vous rappelle que le train actuellement hacké sera le premier départ à destination de Paris son départ se fera dans quelques instants je répète voire 23% départ à destination de Paris le départ de ce train se fera dans quelques instants,14
119,0087391003-COE_1-20230904-080618-173e1347-df4f-4c90-a247-228851c76ceb.mp3,"Voie 19, votre train destination de Chartres, la montée se fera à l'avant du quai, l'arrière reste en gare. Je répète voie 19, votre train à destination de Chartres. La montée se fera l'avant du quai, l'arrière restant en gare. Merci."," Voix 19, votre train à destination de Chartres. La montée se fera à l'avant du quai, l'arrière reste en gare. Je répète, voie 19, votre train à destination de Chartres. La montée se fera à l'avant du quai, l'arrière reste en gare. Merci.",8
120,0087271460-DCT-20230821-124007-1578596e-a41a-427c-8956-0e80826542e2.mp3,"Voie 22, 24. Je vous informe que les prochain départ à destination de Paris se feront de la voie 21 je répète que les prochain départ à destination de Paris se feront à la voie 21. Je répète que les prochain départ à destination de Paris se fera à la voie 21."," Voix 22-24, je vous informe que les prochains départs à destination de Paris se feront de la voie 21. Je répète que les prochains départs à destination de Paris se feront au voie, à la voie 21. Je répète que les prochains départs à destination de Paris se fera à la voie 21.",17
121,0087271460-DCT-20230831-205736-9e22332b-8406-406c-8e47-b60d0f5e7afd.mp3,Madame Monsieur votre attention s il vous plaît en raison d une procédure d'affaire oublier en gare voie 21 je vous demanderai de vous diriger vers le hall de la gare Merci," Madame, Monsieur, votre attention s'il vous plait, en raison d'une procédure d'affaires oubliée en gare. Voix 21, je vous demanderai de vous diriger vers le hall de la gare. Merci.",12
122,0087271528-DCT-20230829-094434-dd670589-d1b5-4e9d-a832-ac5cc1ad61b3.mp3,"Voyageurs en gare de Mitry Claye si vous souhaitez vous rendre en direction de Paris, vous pouvez emprunter la ligne K à la voie 2 voie 2, votre train arrivera dans un instant. il desservira Aulnay-sous-Bois ainsi que Paris Nord, son terminus en voie de surface ou emprunter la ligne B à la voie 5 voie 5, départ prévu dans 8 Min à la voie 3 voies 3. Ce train ne prend plus de voyageur en raison d'une panne. Ce train est rendu en direction des garages."," Voyageurs en gare 2 Mitriclès, si vous souhaitez vous rendre en direction de Paris, vous pouvez emprunter la ligne K à la voie 2. Voie 2, votre train entoura qu'est dans un instant. Il desservira Aulnay-sous-Bois ainsi que Paris-Nord, son terminus en voie 2 surface. Ou emprunter la ligne B à la voie 5. Voie 5, départ prévu dans 8 minutes. A la voie 3, voie 3, ce train ne prend plus de voyageurs. En raison d'une panne, ce train est rendu en direction des garages.",12
123,0087391003-COE_1-20230907-173525-c1404d1a-5a1e-45f0-ae95-59046b58cb5c.mp3,"Mesdames, Messieurs, prochain départ à destination de Dreux. Départ prévu à 17h43. Départ voie numéro 16 17h43 Dreux départ voie numéro 16."," Mais la messie est prochain départ à destination 2 de reau départ prévu à 17h43, voie numéro 16. 17h43 de reau, départ voie numéro 16.",40
124,0087271460-DCT-20230829-070155-ff628c59-3f62-4352-81e9-d77ff343b905.mp3,"Mesdames, Monsieurs, Bonjour je m adresse aux voyageurs à destination de l aéroport Charles de Gaulle 2 Je vous informe que votre train se trouve actuellement à quai en gare de Sevran Beaudottes Il arrive dans quelques minutes dans votre gare votre prochain départ à destination de l aéroport Charles de Gaulle de se trouve actuellement à quai en gare de Sevran Bedottes"," Mesdames et Messieurs, bonjour. Je m'adresse au voyageur à destination de l'aéroport Charles de Gaulle 2. Je vous informe que votre train se trouve actuellement en gare de Sevran-Beudot. Il avrira dans quelques minutes dans votre gare. Votre prochain départ à destination de l'aéroport Charles de Gaulle 2 se trouve actuellement en gare de Sevran-Beudot.",19
125,0087386417-DCT-20230822-173756-496435d8-0693-47c0-81d0-00e5e19b78bf.mp3,"Voyageurs à destination de Paris Saint-Lazare attention, votre prochain train sera reçu quai B voie 2 prochain train pour Paris Saint-Lazare sera reçu quai B voie 2 d'ici quelques minutes. Prochain train pour Paris Saint Lazare sur le quai B voie numéro 2 si vous souhaitez emprunter ce train, merci d'emprunter les escaliers. Le passage souterrain, prochain train pour Paris Saint-Lazare quai B voie numéro 2 dans 4 à 5 Min. Merci de ne pas courir dans les escaliers, vous avez tout le temps pour changer de quai."," Voyageurs à destination de Paris Saint-Lazare, attention votre prochain train sera reçu Québec voie 2. Prochain train pour Paris Saint-Lazare sera reçu Québec voie 2 d'ici quelques minutes. Prochain train pour Paris Saint-Lazare sur le Québec voie numéro 2. Si vous souhaitez emprunter ce train, merci d'emprunter les escaliers, le passage sous-terrain. Prochain train pour Paris Saint-Lazare, Québec voie numéro 2 dans 4 à 5 minutes. Merci de ne pas courir dans les escaliers, vous avez tout le temps pour changer de quai.",11
126,0087391003-COE_2-20230910-145444-3aa084a6-113f-44e2-aa47-55fdf505ed1c.mp3,"Mesdames, Messieurs, votre attention, s'il vous plaît. Voie numéro 3, la rame pour Toulouse 6U se situe au niveau du butoir en entrée de quai et la rame pour Arcachon se situe à l'avant du quai côté. Pasteur."," Mesdames et Messieurs, votre attention s'il vous plaît. Voix numéro 3. La rame pour Toulouse se situe au niveau du butoir en entrée de quai et la rame pour Arcachon se situe à l'avant du quai, côté Pasteur.",7
127,0087391003-COE_2-20230907-130857-1c410be4-25d5-49d4-8329-eac2f1fb16c8.mp3,"Voie 5 pour les voyageurs du TGV numéro 8875 à destination de Nantes. Je vous rappelle que vous desservir et les gares de le Mans, Sablé-Sur-Sarthe, Angers, Saint-Laud et une entre son terminus."," Pour les voyageurs du TGV n°8 875 à destination de Nantes, je vous rappelle que vous desservirez les gardes Le Mans, Sabley-sur-Sarte, Angers-Saint-Lot et Nantes-Sont-Terminus.",41
128,0087681437-PRE-20230822-104230-accbd65c-4e3e-4398-a91a-a71721b803f4.mp3,Du 10 juillet au 26 août en raison d importants travaux le week end Montereau votre trafic sera interrompu de Juvisy en direction de Corbeil Essonnes via la gare d Evry Courcouronnes du premier train au circulation jusqu à 15h00 Le trafic sera également interrompu de Corbeil Essonnes en direction de Juvisy via la gare d Evry Courcouronnes jusqu'au dernier train des bus de remplacement seront mis en place avec desserte des gares intermédiaires Veuillez Retrouvez toutes ces informations via l application Île de France Mobilités.," Du 10 juillet au 26 août, en raison d'importants travaux, le week-end, votre trafic sera interrompu de Juvisi en direction de Corbaïesson via la gare d'Ivricore-Couronne, du premier train aux circulations jusqu'à 15h. Le trafic sera également interrompu de Corbaïesson en direction de Juvisi via la gare d'Ivricore-Couronne jusqu'au dernier train. Des bus de remplacement seront mis en place avec des certes des guerres intermédiaires. Veuillez retrouver toutes ces informations via l'application INDEFRACESMobilité",36
129,0087391003-COE_2-20230910-123418-e1a9f49c-97ce-4d3f-bab3-c1e3a623912e.mp3,"Annonce de service, votre attention s'il vous plaît, le service de douane n'est attendue au point groupe à côté de la voie 24. Je répète, le service de douane est attendu au point groupe à côté de la voie 24. Merci.",Le service de douane est attendu à côté de la voie 24. Merci.,69
130,0087547000-DCT-20230822-105036-a1bca4b9-ef77-4f42-815a-82775cb1d5c4.mp3,"Mesdames, Messieurs Bonjour à tous je vous informe dès prochain départ dans votre gare sur la voie une le prochain train remis pour pont de Rungis Orly départ dans 7 Min Vous trouverez sur la voie de votre prochain train elba pour Saint Martin d Étampes départ dans 10 Min"," Mesdames et Messieurs, bonjour à tous. Je vous informe des prochains départs dans votre gare sur la voie 1, le prochain train remis pour Pont de Ringy-Sanly. Départ dans 7 minutes. Vous trouverez sur la voie 2 votre prochain train. Elle bat pour Saint-Martin-des-Tempes. Départ dans 10 minutes.",28
131,0087547000-DCT-20230902-221214-3d3c0cd3-2953-423e-9ded-5082ba869a6d.mp3,"Sur la voie 2 Madame Monsieur, départ imminent d'un train Romy, destination pont de Rungis, aéroport d'Orly, voie de départ imminent du train Romy destination pont de Rungis aéroport d'Orly. Contrairement à l'annonce précédente, le tient le train pardon dans son intégralité, partira."," Sur la voie de madame et monsieur Départ imminent d'un train Romie, destination Pendrengis, Aéroport d'Orly. Voie de Départ imminent du train Romie, destination Pendrengis, Aéroport d'Orly. Contrairement à l'annonce précédente, le train dans son intégralité partira.",27
132,0087686006-Pup_Sec_COE_Droite-20230907-171801-210e16e1-8cf7-422b-8acc-bb047e200e79.mp3,"Mesdames, Monsieur informe les voyageurs que le Transilien de 17h32 pour Montargis. Yaura un retard de 5 Min au départ de notre gares mesdames, monsieur, merci à tous de votre écoute, je reviendrai vers vous dès que j'aurai des informations supplémentaires.",Même monsieur informe les voyageurs que le transilien de 17h32 pour Montargis aura un retard de 5 minutes au départ de notre gare. Merci à tous ceux de votre écoute. Je reviendrai vers vous dès que j'aurai des informations supplémentaires.,16
133,0087686006-Pupitre_COE_2_gauche-20230802-140258-9e0b04f1-45ff-400e-b33c-4ed1396d4728.mp3,"Mesdames, Messieurs, votre attention s'il vous plaît, j'informe les voyageurs du train Train Italia 66-51 à destination de Lyon Perrache. Départ prévu 14h26 qu votre train Train Italia est désormais mise en place à la voie h, accessible uniquement depuis le hall numéro 1. Vous pouvez donc dès à présent réaliser votre accueil embarquement et nous vous souhaitons un agréable voyage."," Mesdames et Messieurs, votre attention, s'il vous plaît. J'informe les voyageurs du train Train Italia 6651 à destination de Lyon-Pérach. Départ prévu 14h26 que votre train Train Italia est désormais mis en place à la voie H, accessible uniquement depuis le hall numéro 1. Vous pouvez donc dès à présent réaliser votre accueil embarquement et nous vous souhaitons un agréable voyage.",9
134,0087547000-COE-20230902-185504-7876f988-a451-4a24-ad77-531965eba1d6.mp3,"Voie 20, ce train ne prend pas de voyageurs, merci de descendre de voiture. Assurez-vous de n'avoir rien oublier à votre place. Voie 20. Ce train ne prend pas de voyageur il part au garage  Madame Monsieur, merci de votre attention."," Voix 20, ce train ne prend pas de voyageurs. Merci de descendre de voiture. Assurez-vous de n'avoir rien oublié à votre place. Voix 20, ce train ne prend pas de voyageurs. Il part au garage. Madame, monsieur, merci de votre attention.",9
135,0087571240-Pupitre-20230905-100103-2a69baeb-8ab7-47d1-99ed-7b53e36e593c.mp3,Bienvenue en gare de Saint Pierre Des corps prochain départ pour La Rochelle 10h16 sur la voie 1 pour Bordeaux 10h10 retard des de 15 Min en raison de conditions de départ non réunis à Lille," La mi-en-garde de Saint-Pierre-des-Corts, prochain départ pour la Rochelle, 10h16, sur la voie 1. Pour Bordeaux, 10h10, retardé de 15 minutes en raison de conditions de départ non réunies à Lille.",22
136,0087391003-COE_2-20230904-124316-d140c989-bb2a-4d89-8f6f-0cd879b2f66a.mp3,"Voie numéro 4, j'invite les voyageurs à prendre place immédiatement à bord du train ouigo. Je répète voie numéro 4, j'invite les voyageurs à prendre place immédiatement à bord du train ouigo."," Voie numéro 4, j'invite les voyageurs à prendre place immédiatement à bord du train Wigo, je répète. Voie numéro 4, j'invite les voyageurs à prendre place immédiatement à bord du train Wigo.",5
137,0087686006-Pup_Sec_COE_Droite-20230815-165653-27366c83-826f-4cb3-b625-899f279938f6.mp3,"Messieurs dames, Bonjour, vous êtes en gare de Paris gare de Lyon. Le train actuellement à quai sur la voie N est à destination de Montargis. Le départ est prévu. A 17h16. Je vous remercie de votre attention."," Monsieur, dames, bonjour. Vous êtes en gare de Paris, gare de Lyon. Le train actuellement à quai sur la voie N est à destination de Montargis. Le départ est prévu à 17h16. Je vous remercie de votre attention.",5
138,0087391003-COE_2-20230910-213756-c1784dc7-03e5-43ed-8eb1-9eccae888007.mp3,Je votre attention s'il vous plaît. Cette annonce s'adresse uniquement aux voyageurs du TGV 8461 à destination de Bordeaux. Votre train partira de la voie 1. Info.," Monsieur, votre attention s'il vous plaît, cette annonce s'adresse uniquement aux voyageurs du TGV 8461 à destination de Bordeaux. Votre train partira de la voie 1.",6
139,0087391003-COE_2-20230910-155748-15d08d76-4e88-41e6-9940-cd32bd5c1f2d.mp3,"Mesdames, Messieurs voie 2, attention à la fermeture automatique des portes. Le départ du train et imminent je répète voie 2, attention à la fermeture des portes. Le départ du train et imminent."," Mesdames, Messieurs, voie 2, attention à la fermeture automatique des portes, le départ du train est imminent. Je répète, voie 2, attention à la fermeture des portes, le départ du train est imminent.",6
140,0087391003-COE_2-20230907-100725-16c06269-60f0-4f8d-96aa-5ba79076e7de.mp3,Voie numéro 3 votre attention s il vous plaît je vous rappelle que votre TGV numéro 8871 à destination de Nantes Départ prévu 10h30 desservir à l égard de Le Mans Angers Saint Lo et Nantes son terminus," Votre attention s'il vous plaît. Je vous rappelle que votre TGV n°8871 à destination de Nantes, départ prévu de 6h30, desservira les gares de Le Mans, Angers-Saint-Lô et Nantes-Sont-Terminus.",28
141,0087391003-COE_2-20230905-105531-9946b6eb-1ee0-4e1b-a776-496c3071cd0c.mp3,"Voie 7 votre train est prêt au départ. Veuillez embarquer. Je répète, voie numéro 7, le train est prêt au départ, veuillez monter à bord du train immédiatement."," Votre train est prêt au départ, veuillez embarquer. Je répète, voie numéro 7, le train est prêt au départ. Veuillez monter à bord du train immédiatement.",7
142,0087391003-COE_2-20230906-181450-d183f7b9-c067-45ee-93d5-72848c4e131f.mp3,"Je vous rappel que votre TGV à destination de Poitiers, tours est en cours d'acheminement, il arrivera en gare que d'ici quelques minutes. Dès à présent, les paramètres de sécurité sur la voie 6 restez bien éloigner de la bordure du quai."," Je rappelle que votre TGV à destination de Poitiers Tours est en cours d'acheminement. Elle arrivera en gare que d'ici quelques minutes. Dès à présent et par mesure de sécurité, sur la voie 6, restez bien éloignés de la bordure du quai.",15
143,0087391003-COE_2-20230901-180452-c6cd8f14-f8e4-40a0-a977-253520cd518d.mp3,Voie 4 votre attention s il vous plaît je vous rappelle que sur la voie numéro 5 se situe vos TGV numéro 8592 à destination de Tarbes et 8551 à destination de Hendaye Départ prévu 18h10 et sur la voie numéro 4 va arriver votre TGV numéro 8345 à destination de Poitiers 8319 à destination de Tours Départ prévu 18h31 Je t invite annonce,4 5 votre attention s'il vous plaît je vous rappelle que sur la voie numéro 5 se situe votre tgv numéro 8 592 à destination de tarbes et 8 551 à destination de handaille départ prévu 18h10 et sur la voie numéro 4 va arriver votre tgv numéro 8 345 à destination de poitiers 8 319 à destination de tours départ prévu 18h31 je t'invite à annoncer,21
144,0087391003-COE_2-20230907-131150-cfdf4110-8639-4324-b09d-ce9f0913f060.mp3,Les voyageurs du train ouigo numéro 7615 à destination de Quimper Départ initialement prévu 12h47 Mesdames Messieurs je vous informe que votre train ouigo est actuellement en cours d acheminement depuis nos ateliers de Bercy Je vous rappelle qu un retard au départ de environ 1 h et à prévoir Mesdames Messieurs ce retard est une estimation il est susceptible d évoluer à la hausse ou à la baisse Je vous demande donc de bien rester attentif aux annonces et aux affichages en gare La 2,La,98
145,0087391003-COE_2-20230906-140216-d68d44e6-7051-4cce-9658-af0d60fd5996.mp3,"Voie numéro 6 et voie numéro 7, votre attention s'il vous plaît. Un TGV arrive voie numéro 7, un TGV arrive voie numéro 7 pour votre sécurité et pour une gestion de flux optimal. Je demande passagers de la voie 6 de se tenir sur la gauche du quai, s'il vous plaît, Mesdames, Messieurs, je vous demande de vous tenir sur la gauche du quai afin de faciliter la sortie des passagers qui arrivent. Voie numéro 7, Mesdames, Monsieur, merci pour votre collaboration."," Voix numéro 6 et voie numéro 7, votre attention s'il vous plaît. Un TGV arrive, voie numéro 7. Un TGV arrive, voie numéro 7. Pour votre sécurité et pour une gestion de flux optimale, je demande au passager de la voie 6 de se tenir sur la gauche du quai s'il vous plaît, mesdames, messieurs. Je vous demande de vous tenir sur la gauche du quai afin de faciliter la sortie des passagers qui arrivent, voie numéro 7. Mesdames, messieurs, merci pour votre collaboration.",5
146,0087391003-COE_2-20230901-182300-d9b2e13d-0a50-4405-aa2c-58e646caf3fc.mp3,"Voie 1 votre train entre en gare, Éloignez vous de la bordure du quai voie numéro une, votre train rentre en gare, éloignez vous de la bordure du quai."," Voie numéro 1, votre train rentre en gare, éloignez-vous de la bordure du quai. Voie numéro 1, votre train rentre en gare, éloignez-vous de la bordure du quai.",10
